location	habitat_type	community	isolate	OD_transferrin	ODrel_transferrin	PVD_transferrin	PVDrel_transferrin	OD_FeCl3	ODrel_FeCl3	OD_dpd	ODrel_dpd	PVDbyOD_tr	PVD_dpd	PVDrel_dpd
Irchel	soil	a	s3a1	0.1082	0.5528	17147.8	0.5985	0.2909	0.4018	0.2156	0.6464	159253.0	4739.3	0.1885
Irchel	soil	a	s3a2	0.0922	0.4709	27578.8	0.9626	0.3667	0.5065	0.1017	0.3051	299885.5	7414.7	0.2949
Irchel	soil	a	s3a3	0.0631	0.3224	8951.8	0.3125	0.4832	0.6675	0.1830	0.5487	141951.7	865.7	0.0344
Irchel	soil	a	s3a4	0.0995	0.5082	2438.5	0.0851	0.7516	1.0383	0.0198	0.0593	25230.4	30.7	0.0012
Irchel	soil	a	s3a5	0.1109	0.5664	8413.2	0.2937	0.7083	0.9785	0.0707	0.2120	75990.4	992.3	0.0395
Irchel	soil	a	s3a6	0.1054	0.5385	28654.2	1.0001	0.3325	0.4594	0.0761	0.2281	273356.4	4495.0	0.1788
Irchel	soil	a	s3a7	0.0825	0.4213	13107.5	0.4575	0.4373	0.6040	0.1462	0.4385	160966.4	9386.7	0.3733
Irchel	soil	a	s3a8	0.1049	0.5359	21624.8	0.7548	0.3020	0.4172	0.1173	0.3518	207280.0	5515.7	0.2193
Irchel	soil	a	s3a9	0.1196	0.6108	17765.2	0.6201	0.4681	0.6466	0.4159	1.2471	148683.3	11476.7	0.4564
Irchel	soil	a	s3a10	0.2316	1.1833	36252.2	1.2653	0.6272	0.8664	0.2950	0.8846	156616.0	20958.0	0.8334
Irchel	soil	a	s3a11	0.1358	0.6939	7809.8	0.2726	0.7327	1.0122	0.0725	0.2173	57548.6	1409.0	0.0560
Irchel	soil	a	s3a12	0.1331	0.6798	18291.2	0.6384	0.4188	0.5785	0.4109	1.2321	141928.8	9055.7	0.3601
Irchel	soil	a	s3a13	0.1224	0.6251	6034.5	0.2106	0.7831	1.0817	0.0460	0.1379	49485.6	137.7	0.0055
Irchel	soil	a	s3a14	0.1203	0.6144	18165.5	0.6340	0.4151	0.5735	0.4195	1.2580	151269.9	9152.0	0.3639
Irchel	soil	a	s3a15	0.2375	1.2135	33463.5	1.1680	0.5465	0.7549	0.3197	0.9588	143478.7	23258.0	0.9249
Irchel	soil	a	s3a16	0.1274	0.6510	17873.2	0.6238	0.4159	0.5745	0.4370	1.3105	140670.0	8862.3	0.3524
Irchel	soil	a	s3a17	0.1080	0.5519	16138.2	0.5633	0.5573	0.7699	0.0357	0.1070	152226.8	534.7	0.0213
Irchel	soil	a	s3a18	0.1210	0.6180	811.5	0.0283	0.6945	0.9593	0.0118	0.0355	6720.1	17.7	0.0007
Irchel	soil	a	s3a19	0.1465	0.7486	16198.5	0.5654	0.4113	0.5682	0.4232	1.2690	113833.9	10684.7	0.4249
Irchel	soil	a	s3a20	0.0758	0.3871	6689.2	0.2335	0.3249	0.4489	0.0125	0.0374	118051.9	117.0	0.0047
Irchel	soil	b	s3b1	0.3294	1.5686	11567.6	0.3905	0.8793	1.2531	0.3590	1.1318	35267.7	7343.7	0.2767
Irchel	soil	b	s3b2	0.0740	0.3522	12480.2	0.4213	0.7176	1.0227	0.1809	0.5703	168668.3	12550.5	0.4729
Irchel	soil	b	s3b3	0.0828	0.3945	0.2	0.0000	0.5372	0.7656	0.1747	0.5507	2.4	7.3	0.0003
Irchel	soil	b	s3b4	0.0765	0.3645	9382.2	0.3168	0.7078	1.0087	0.1642	0.5178	123644.3	2587.3	0.0975
Irchel	soil	b	s3b5	0.0907	0.4321	426.6	0.0144	0.5303	0.7557	0.0214	0.0674	4833.0	63.3	0.0024
Irchel	soil	b	s3b6	0.1201	0.5717	5894.2	0.1990	0.7048	1.0044	0.0484	0.1526	49175.9	61.3	0.0023
Irchel	soil	b	s3b7	0.1658	0.7897	27133.6	0.9161	0.5726	0.8161	0.1014	0.3196	169932.7	177.3	0.0067
Irchel	soil	b	s3b8	0.1865	0.8879	25051.6	0.8458	0.8278	1.1797	0.3591	1.1323	136179.5	33905.3	1.2776
Irchel	soil	b	s3b9	0.7429	3.5374	44009.6	1.4858	0.9657	1.3762	0.3081	0.9713	60147.7	26569.0	1.0011
Irchel	soil	b	s3b10	0.1044	0.4973	1764.2	0.0596	0.5122	0.7299	0.0489	0.1543	16981.1	1298.7	0.0489
Irchel	soil	b	s3b11	0.1317	0.6270	17616.6	0.5948	0.5262	0.7499	0.3718	1.1721	134154.0	13256.3	0.4995
Irchel	soil	b	s3b12	0.1274	0.6068	24467.9	0.8261	0.4914	0.7003	0.0117	0.0368	199247.9	34.7	0.0013
Irchel	soil	b	s3b13	0.2373	1.1301	23210.6	0.7836	0.8969	1.2782	0.4377	1.3800	100903.6	23263.7	0.8766
Irchel	soil	b	s3b14	0.1847	0.8793	31275.9	1.0559	0.8479	1.2084	0.4122	1.2996	169245.1	26630.0	1.0034
Irchel	soil	b	s3b15	0.2680	1.2759	24289.6	0.8200	0.8753	1.2474	0.3812	1.2018	90748.0	23827.3	0.8978
Irchel	soil	b	s3b16	0.1014	0.4830	13914.2	0.4698	0.4994	0.7117	0.1364	0.4301	138102.2	10153.0	0.3826
Irchel	soil	b	s3b17	0.0880	0.4192	4016.9	0.1356	0.6499	0.9262	0.1409	0.4442	45580.9	3267.7	0.1231
Irchel	soil	b	s3b18	0.9269	4.4131	43560.9	1.4707	0.8398	1.1968	0.3584	1.1301	47244.2	26668.0	1.0048
Irchel	soil	b	s3b19	0.1111	0.5292	813.9	0.0275	0.7218	1.0286	0.0098	0.0308	7346.8	13.3	0.0005
Irchel	soil	b	s3b20	0.0912	0.4345	864.2	0.0292	0.2948	0.4201	0.0333	0.1049	9575.7	867.7	0.0327
Irchel	soil	c	s3c1	0.3122	1.9655	27451.1	0.9323	0.8065	1.2445	0.4088	1.2096	92912.9	19913.3	0.7728
Irchel	soil	c	s3c2	0.2284	1.4379	30803.1	1.0462	0.3739	0.5770	0.2197	0.6502	134832.8	19210.0	0.7455
Irchel	soil	c	s3c3	0.1694	1.0667	28803.8	0.9783	0.2692	0.4155	0.2013	0.5955	184510.9	18687.3	0.7253
Irchel	soil	c	s3c4	0.2799	1.7621	28258.8	0.9597	0.8037	1.2402	0.4485	1.3271	102537.5	19903.0	0.7724
Irchel	soil	c	s3c5	0.3456	2.1758	27982.1	0.9503	0.7895	1.2184	0.4551	1.3465	81067.8	20314.3	0.7884
Irchel	soil	c	s3c6	0.1032	0.6499	1177.1	0.0400	0.3343	0.5158	0.1433	0.4239	11451.5	653.3	0.0254
Irchel	soil	c	s3c7	0.5419	3.4118	31731.8	1.0777	0.9051	1.3968	0.5566	1.6470	58551.1	22490.0	0.8728
Irchel	soil	c	s3c8	0.1321	0.8316	10094.1	0.3428	0.7323	1.1300	0.0365	0.1080	76660.5	2183.7	0.0847
Irchel	soil	c	s3c10	0.2143	1.3489	37692.8	1.2801	0.7227	1.1152	0.2061	0.6097	177756.1	25367.0	0.9845
Irchel	soil	c	s3c11	0.2253	1.4182	28336.8	0.9624	0.7928	1.2234	0.3866	1.1440	126098.8	19850.7	0.7704
Irchel	soil	c	s3c12	0.2248	1.4150	37342.1	1.2682	0.7494	1.1565	0.2449	0.7246	167895.9	21784.0	0.8454
Irchel	soil	c	s3c13	0.3289	2.0708	28291.1	0.9608	0.7860	1.2129	0.4507	1.3337	90151.0	19763.3	0.7670
Irchel	soil	c	s3c14	0.2264	1.4255	30624.4	1.0401	0.2704	0.4173	0.2036	0.6024	135395.8	19918.3	0.7730
Irchel	soil	c	s3c15	0.0709	0.4466	9419.1	0.3199	0.5678	0.8763	0.1694	0.5012	131562.2	5933.3	0.2303
Irchel	soil	c	s3c16	0.2519	1.5857	27751.4	0.9425	0.7650	1.1805	0.3906	1.1556	113505.5	19261.7	0.7475
Irchel	soil	c	s3c17	0.2927	1.8427	27945.1	0.9491	0.7165	1.1057	0.4123	1.2200	96380.7	19800.7	0.7685
Irchel	soil	c	s3c18	0.1793	1.1286	33200.8	1.1276	0.6958	1.0737	0.2473	0.7316	185744.1	21623.3	0.8392
Irchel	soil	c	s3c19	0.4869	3.0651	40183.8	1.3647	0.7052	1.0882	0.2283	0.6755	93602.4	24004.3	0.9316
Irchel	soil	c	s3c20	0.2926	1.8421	26880.4	0.9129	0.7370	1.1373	0.4057	1.2004	92509.5	20503.3	0.7957
Irchel	soil	d	s3d1	0.0824	0.4781	16329.8	0.5687	0.4099	0.5927	0.1148	0.4828	198993.0	9949.3	0.3719
Irchel	soil	d	s3d2	0.2499	1.4497	15515.2	0.5403	0.4040	0.5842	0.2062	0.8670	62176.5	14226.3	0.5317
Irchel	soil	d	s3d3	0.0912	0.5290	12559.5	0.4374	0.1896	0.2741	0.0275	0.1155	139027.6	629.3	0.0235
Irchel	soil	d	s3d4	0.1226	0.7111	19165.2	0.6675	0.1705	0.2465	0.0264	0.1109	156211.0	577.3	0.0216
Irchel	soil	d	s3d5	0.4841	2.8085	35006.5	1.2192	0.8535	1.2342	0.1937	0.8144	72652.5	29204.5	1.0915
Irchel	soil	d	s3d6	0.2452	1.4226	26092.8	0.9087	0.8416	1.2170	0.1978	0.8316	106606.0	29413.3	1.0994
Irchel	soil	d	s3d7	0.1872	1.0861	16464.2	0.5734	0.4683	0.6771	0.1995	0.8387	101787.2	19154.0	0.7159
Irchel	soil	d	s3d8	0.0808	0.4686	14316.5	0.4986	0.1508	0.2180	0.0358	0.1505	177947.5	924.0	0.0345
Irchel	soil	d	s3d9	0.1874	1.0871	23830.8	0.8299	0.7027	1.0161	0.2204	0.9264	128608.8	32144.3	1.2014
Irchel	soil	d	s3d10	0.0957	0.5551	17255.2	0.6009	0.4819	0.6968	0.2007	0.8439	180811.7	16677.3	0.6233
Irchel	soil	d	s3d11	0.2702	1.5678	28015.5	0.9757	0.8476	1.2256	0.2116	0.8897	106333.9	29358.7	1.0973
Irchel	soil	d	s3d12	0.1158	0.6717	34212.2	1.1915	0.4579	0.6621	0.1521	0.6395	295942.4	22335.3	0.8348
Irchel	soil	d	s3d13	0.0798	0.4630	15102.5	0.5260	0.1540	0.2227	0.0253	0.1064	191289.4	595.3	0.0223
Irchel	soil	d	s3d14	0.1724	1.0004	23640.8	0.8233	0.8417	1.2171	0.2088	0.8778	137339.3	30124.7	1.1259
Irchel	soil	d	s3d15	0.0928	0.5384	17698.5	0.6164	0.1895	0.2740	0.0326	0.1372	191092.1	573.3	0.0214
Irchel	soil	d	s3d16	0.1028	0.5963	19671.2	0.6851	0.1753	0.2535	0.0271	0.1138	191629.1	518.7	0.0194
Irchel	soil	d	s3d17	0.1303	0.7562	6700.2	0.2333	0.6495	0.9392	0.0555	0.2335	51636.7	3465.0	0.1295
Irchel	soil	d	s3d18	0.0983	0.5705	22342.2	0.7781	0.1949	0.2819	0.0297	0.1248	227315.3	655.7	0.0245
Irchel	soil	d	s3d19	0.1723	0.9999	16699.2	0.5816	0.5217	0.7544	0.2034	0.8553	110735.7	19628.3	0.7336
Irchel	soil	d	s3d20	0.1909	1.1076	16126.5	0.5616	0.5008	0.7242	0.1648	0.6929	90279.2	18493.3	0.6912
Irchel	soil	e	s3e1	0.2164	1.0473	32328.9	0.9446	0.4662	0.6583	0.1187	0.6184	164519.2	27026.0	0.9850
Irchel	soil	e	s3e2	0.1185	0.5734	9.9	0.0003	0.9309	1.3146	0.0017	0.0089	90.6	4.7	0.0002
Irchel	soil	e	s3e3	0.0679	0.3286	6219.3	0.1817	0.2285	0.3226	0.0576	0.3002	91385.3	2483.7	0.0905
Irchel	soil	e	s3e4	0.0827	0.4002	421.6	0.0123	0.1830	0.2585	0.0222	0.1155	5093.5	752.0	0.0274
Irchel	soil	e	s3e5	0.1003	0.4855	7709.3	0.2252	0.2408	0.3400	0.0490	0.2554	76915.2	3146.7	0.1147
Irchel	soil	e	s3e6	0.2821	1.3652	29560.9	0.8637	0.7832	1.1060	0.2079	1.0831	104774.3	26682.0	0.9725
Irchel	soil	e	s3e7	0.3495	1.6914	30312.6	0.8856	0.7746	1.0938	0.2035	1.0601	92047.5	26495.0	0.9657
Irchel	soil	e	s3e8	0.0761	0.3683	11330.9	0.3311	0.2623	0.3704	0.0944	0.4917	148946.1	8225.7	0.2998
Irchel	soil	e	s3e9	0.1313	0.6355	2993.9	0.0875	0.7117	1.0050	0.1417	0.7382	22788.7	7023.0	0.2560
Irchel	soil	e	s3e10	0.0975	0.4716	2252.3	0.0658	0.5812	0.8207	0.1130	0.5888	23143.9	5909.3	0.2154
Irchel	soil	e	s3e11	0.1462	0.7075	1519.6	0.0444	0.5442	0.7685	0.0326	0.1700	10414.5	3398.7	0.1239
Irchel	soil	e	s3e12	0.3207	1.5519	28018.3	0.8186	0.7842	1.1074	0.2052	1.0690	91421.5	25101.3	0.9149
Irchel	soil	e	s3e13	0.1104	0.5342	3088.6	0.0902	0.6248	0.8823	0.1023	0.5330	27975.0	7048.7	0.2569
Irchel	soil	e	s3e14	0.3088	1.4943	28404.3	0.8299	0.7595	1.0725	0.2086	1.0867	92964.0	25069.3	0.9137
Irchel	soil	e	s3e15	0.2181	1.0552	35823.6	1.0467	0.4421	0.6243	0.1057	0.5507	202504.3	33995.3	1.2390
Irchel	soil	e	s3e16	0.1262	0.6107	20032.3	0.5853	0.3947	0.5573	0.0419	0.2181	159306.4	9143.3	0.3332
Irchel	soil	e	s3e17	0.0627	0.3033	4211.3	0.1230	0.3680	0.5197	0.0366	0.1906	67302.8	5432.0	0.1980
Irchel	soil	e	s3e18	0.2330	1.1275	27502.9	0.8036	0.7758	1.0955	0.2080	1.0834	122445.2	25097.7	0.9147
Irchel	soil	e	s3e19	0.1148	0.5554	4484.9	0.1310	0.6925	0.9779	0.0112	0.0585	39167.7	523.3	0.0191
Irchel	soil	e	s3e20	0.2836	1.3722	48211.9	1.4086	0.6185	0.8734	0.1678	0.8742	170440.6	31685.0	1.1548
Irchel	soil	f	s3f2	0.0927	0.4185	7364.8	0.2173	0.3639	0.5091	0.1623	0.5883	79573.7	9444.3	0.3682
Irchel	soil	f	s3f3	0.2963	1.3375	32882.1	0.9700	0.4781	0.6688	0.2902	1.0522	112412.6	26696.3	1.0408
Irchel	soil	f	s3f4	0.1407	0.6351	23124.4	0.6822	0.5992	0.8382	0.3794	1.3755	167844.1	15156.0	0.5909
Irchel	soil	f	s3f5	0.2581	1.1651	35004.1	1.0326	0.5018	0.7020	0.3027	1.0973	138236.5	26741.7	1.0426
Irchel	soil	f	s3f6	0.0837	0.3778	4347.4	0.1282	0.3084	0.4314	0.0908	0.3290	52033.1	5947.3	0.2319
Irchel	soil	f	s3f7	0.0861	0.3888	667.1	0.0197	0.5305	0.7421	0.0231	0.0838	7742.2	903.3	0.0352
Irchel	soil	f	s3f8	0.2580	1.1645	32756.4	0.9663	0.5509	0.7706	0.3358	1.2174	128601.4	26081.7	1.0168
Irchel	soil	f	s3f9	0.0826	0.3729	13.1	0.0004	0.7535	1.0541	0.1076	0.3901	164.0	7.7	0.0003
Irchel	soil	f	s3f10	0.2143	0.9673	33023.8	0.9742	0.4816	0.6737	0.3145	1.1403	154458.7	24354.7	0.9495
Irchel	soil	f	s3f11	0.3044	1.3738	30585.8	0.9023	0.4753	0.6650	0.2798	1.0144	100756.0	25540.7	0.9958
Irchel	soil	f	s3f12	0.2231	1.0070	38051.4	1.1225	0.5018	0.7020	0.2661	0.9648	170853.5	30247.7	1.1793
Irchel	soil	f	s3f13	0.2860	1.2908	30027.8	0.8858	0.5053	0.7068	0.2990	1.0840	105079.3	24238.0	0.9450
Irchel	soil	f	s3f14	0.5921	2.6722	40426.1	1.1926	0.8258	1.1553	0.3072	1.1136	70160.5	24001.3	0.9357
Irchel	soil	f	s3f15	0.4979	2.2471	38391.1	1.1325	0.5944	0.8315	0.3905	1.4156	80896.3	13431.0	0.5236
Irchel	soil	f	s3f16	0.1414	0.6381	4042.4	0.1193	0.7562	1.0579	0.0334	0.1212	29197.5	10.7	0.0004
Irchel	soil	f	s3f17	0.2423	1.0935	33578.1	0.9905	0.4973	0.6957	0.3079	1.1164	140334.6	24644.0	0.9608
Irchel	soil	f	s3f18	0.1092	0.4931	1899.8	0.0560	0.5882	0.8229	0.1583	0.5739	17637.6	3768.3	0.1469
Irchel	soil	f	s3f19	0.4366	1.9708	40681.8	1.2001	0.8392	1.1740	0.2587	0.9377	94905.2	26703.7	1.0411
Irchel	soil	f	s3f20	0.1955	0.8824	26883.1	0.7930	0.7200	1.0073	0.0370	0.1340	140495.6	283.0	0.0110
Irchel	soil	g	s3g1	0.0678	0.3540	8447.4	0.2533	0.4248	0.6200	0.1092	0.5396	124849.5	6164.7	0.2251
Irchel	soil	g	s3g2	0.0898	0.4686	27654.7	0.8293	0.6193	0.9040	0.0497	0.2458	308271.7	512.0	0.0187
Irchel	soil	g	s3g3	0.1340	0.6992	24789.7	0.7434	0.5208	0.7602	0.2469	1.2202	185558.0	20013.3	0.7309
Irchel	soil	g	s3g4	0.1920	1.0017	20061.0	0.6016	0.2977	0.4345	0.1250	0.6178	104568.6	12776.0	0.4666
Irchel	soil	g	s3g5	0.2286	1.1928	24213.7	0.7261	0.9047	1.3207	0.2050	1.0131	107012.6	26905.0	0.9826
Irchel	soil	g	s3g6	0.1791	0.9343	31460.7	0.9434	0.3786	0.5526	0.0535	0.2644	175773.3	8174.3	0.2985
Irchel	soil	g	s3g7	0.1873	0.9771	23767.4	0.7127	0.5054	0.7377	0.2360	1.1664	132848.2	20576.7	0.7515
Irchel	soil	g	s3g8	0.1107	0.5775	6693.0	0.2007	0.3717	0.5426	0.0780	0.3855	62290.1	3455.7	0.1262
Irchel	soil	g	s3g9	0.1113	0.5808	26595.0	0.7975	0.4873	0.7113	0.0138	0.0683	239144.6	1244.0	0.0454
Irchel	soil	g	s3g10	0.0792	0.4133	8113.0	0.2433	0.1974	0.2881	0.0759	0.3751	102988.5	2703.0	0.0987
Irchel	soil	g	s3g11	0.1451	0.7570	24777.4	0.7430	0.4952	0.7229	0.2606	1.2883	171997.9	21321.7	0.7787
Irchel	soil	g	s3g12	0.1192	0.6220	24831.4	0.7446	0.4209	0.6144	0.0622	0.3076	208830.1	11540.0	0.4214
Irchel	soil	g	s3g13	0.0264	0.1380	1203.4	0.0361	0.1188	0.1734	0.0156	0.0771	46000.4	354.0	0.0129
Irchel	soil	g	s3g14	0.1294	0.6752	5398.4	0.1619	0.7819	1.1413	0.0026	0.0129	41891.6	108.7	0.0040
Irchel	soil	g	s3g15	0.0785	0.4098	9287.0	0.2785	0.1978	0.2887	0.0140	0.0691	135604.2	551.7	0.0201
Irchel	soil	g	s3g16	0.1021	0.5329	7425.0	0.2227	0.2627	0.3835	0.0587	0.2899	73460.9	3161.3	0.1155
Irchel	soil	g	s3g17	0.1536	0.8015	30727.7	0.9214	0.8434	1.2312	0.0444	0.2194	208636.8	12507.7	0.4568
Irchel	soil	g	s3g18	0.1463	0.7632	23808.0	0.7139	0.4700	0.6861	0.2421	1.1968	170444.0	18781.3	0.6859
Irchel	soil	g	s3g19	0.1063	0.5545	27254.0	0.8173	0.8676	1.2665	0.0072	0.0354	258297.1	3227.7	0.1179
Irchel	soil	g	s3g20	0.1223	0.6383	21253.4	0.6373	0.4947	0.7222	0.2335	1.1543	175203.4	18149.7	0.6628
Irchel	soil	h	s3h1	0.1034	0.6014	11249.6	0.3342	0.7343	1.0013	0.1135	0.4897	108889.3	14816.7	0.5330
Irchel	soil	h	s3h2	0.1008	0.5861	20449.3	0.6075	0.4672	0.6371	0.0499	0.2153	202987.3	9392.3	0.3379
Irchel	soil	h	s3h3	0.1028	0.5977	3426.0	0.1018	0.7396	1.0085	0.0506	0.2185	33448.8	1879.0	0.0676
Irchel	soil	h	s3h4	0.0589	0.3426	2479.3	0.0736	0.2597	0.3541	0.0733	0.3163	43358.8	1485.0	0.0534
Irchel	soil	h	s3h5	0.1552	0.9024	23741.3	0.7052	0.5317	0.7250	0.2346	1.0126	171453.9	21169.7	0.7616
Irchel	soil	h	s3h6	0.1860	1.0819	21652.3	0.6432	0.5377	0.7332	0.2398	1.0349	126073.5	20242.0	0.7282
Irchel	soil	h	s3h7	0.0699	0.4068	16038.0	0.4764	0.3200	0.4363	0.0535	0.2308	229362.1	6042.7	0.2174
Irchel	soil	h	s3h8	0.0719	0.4180	7919.0	0.2352	0.3977	0.5423	0.0711	0.3067	110177.2	3354.0	0.1207
Irchel	soil	h	s3h9	0.1054	0.6130	25844.0	0.7677	0.5189	0.7075	0.2293	0.9896	245286.3	21375.7	0.7690
Irchel	soil	h	s3h10	0.1412	0.8210	23889.6	0.7097	0.5373	0.7327	0.2474	1.0675	177578.8	20721.7	0.7455
Irchel	soil	h	s3h11	0.1024	0.5954	11399.0	0.3386	0.7382	1.0066	0.1053	0.4543	111681.2	13331.0	0.4796
Irchel	soil	h	s3h12	0.0232	0.1352	4.6	0.0001	0.4063	0.5540	0.0073	0.0313	200.5	6.3	0.0002
Irchel	soil	h	s3h13	0.1163	0.6766	7873.6	0.2339	0.7790	1.0622	0.0152	0.0654	67742.2	767.0	0.0276
Irchel	soil	h	s3h14	0.1224	0.7117	15528.0	0.4613	0.5815	0.7929	0.0276	0.1189	130383.3	10039.7	0.3612
Irchel	soil	h	s3h15	0.1120	0.6514	20562.0	0.6108	0.4012	0.5470	0.0570	0.2461	184088.2	13136.3	0.4726
Irchel	soil	h	s3h16	0.1159	0.6743	3058.0	0.0908	0.8308	1.1328	0.0057	0.0244	26429.0	135.0	0.0049
Irchel	soil	h	s3h17	0.0866	0.5039	7.6	0.0002	0.6809	0.9285	0.0845	0.3648	88.0	6.7	0.0002
Irchel	soil	h	s3h18	0.1343	0.7809	3772.0	0.1120	0.7960	1.0854	0.1537	0.6632	28058.3	4408.7	0.1586
Irchel	soil	h	s3h19	0.1199	0.6975	20054.6	0.5957	0.5244	0.7150	0.2068	0.8923	167330.1	18266.3	0.6572
Irchel	soil	h	s3h20	0.1180	0.6865	18207.6	0.5409	0.5255	0.7166	0.1282	0.5534	154242.2	9881.0	0.3555
